generation,individual_index,expression,fitness
0,22,abs((x1) * ((-0.8460054042307195) * (x0)))**(abs(-0.04309710886185614)**(x1)),-16.207883676795582
0,23,(((x1) - (x1)) + ((x1) + (x1))) + (x1),-398936.45747925685
0,24,((x0) / ((-1878.1571751131476) - (-1879.1564667858809))) - ((x0) - (4.876845961728909)),-0.3981410629524679
0,25,((1.8625099095355773) - (abs(x0)**(-0.4868249004710503))) + ((1.3047495669310267) + (1.9376594633702338)),-0.39678335151271443
0,26,(((x0) - (-71.52963617926241)) + ((72.07849140028628) - (x0))) - (x0),-25606.061477161296
0,27,((x1) - ((4.2804282287150714) / (x0))) + ((5.078076377607694) - (x0)),-0.3976058143758858
0,28,((x0) / (x1)) - ((x0) * (x0)),-9237124119.110245
0,29,((x0) / (x0)) + ((x0) + (x1)),-176924.2902107486
0,30,(((x1) + (x1)) * (x1)) - ((866.2605773901292) * (x0)),-3332617385.2090206
0,31,abs((abs(x1)**(0.3683998037574091)) / ((x1) * (-0.1627191936295297)))**(x0),-20.604278656250028
0,32,((x0) - (x1)) + ((abs(-0.03868211649987585)**(x1)) + (x1)),-43408.274378704424
0,33,(abs((-144.48662907863462) / (x1))**((-2494.215092230351) / (x1))) - (x0),-4648.454529801858
0,34,(abs(3.121964411083155)**(-0.4640027386151661)) * ((14.757152664191942) / ((x0) * (0.08238664310540403))),-12.744042929865529
0,35,abs((x1) + ((1309.4959961358384) / (x0)))**((1.1281484870353473) * (0.2691496464039531)),-1.3751901972363103
0,36,((x1) - ((x0) + (x1))) + ((x1) / (x0)),-45943.14174776519
0,37,(((-4.2803031906542275) / (x1)) + (5.078073574130695)) + (abs(0.08847874682110984)**(x0)),-0.3976058143878343
0,38,((127.257566964987) - (x1)) / (((x1) - (x1)) + (x0)),-18.085473458666364
0,39,abs((x0) / ((0.0035133951099485996) / (x0)))**((-0.04118273185518078) / (-0.38080216669824324)),-1.6679202940553721
0,40,abs((x1) - (0.29309422501502014))**(abs(-0.9731077494111084)**((x1) - (-0.06596331582979209))),-9.194944560631404
0,41,(((4.974986186015957) / (x0)) * (x0)) * ((x1) / (x1)),-0.4073684832346388
0,42,((x1) / (x0)) * (((x1) + (x1)) - (x0)),-43408.274378704424
0,43,((x1) - (x0)) * (((-0.14184494847908669) * (0.4962722238859505)) + (x0)),-25.15785605248619
0,44,abs((0.17748120010317314) / ((x0) * (-0.7390086357728352)))**(abs(x0)**(x1)),-25.15785605248619
0,45,(abs(0.3668206676523959)**(x0)) + ((0.36405601281121236) * ((x1) * (0.04324590905815707))),-14.05344760632469
0,46,((x0) / ((-11.339920995215612) + (x0))) + ((x1) / (x0)),-6.754085119881085
0,47,((x0) / ((2115518.3498699125) - (2115509.351819857))) * ((x1) * (x0)),-28157113763250.12
0,48,(((x0) / (x1)) + (-3.288387955728743)) / ((-0.9649220083007046) - (-0.5049432558263716)),-0.4073684832346399
0,49,(abs(x1)**(abs(x1)**(-0.4907883684623102))) + ((x0) / (x1)),-5.66660274825108
0,50,(abs(x1)**(((9.505343818455303) - (-9.424724627552983)) / (x0))) - (x0),-45635.29964599975
0,51,(abs(-0.28261281591250453)**(x1)) * ((-0.6173376168278482) - (x0)),-25.157856224231097
0,52,(((abs(0.622184224930918)**(x0)) + (x0)) - (158.3654419217501)) / (1.3086244630115131),-15312.76493937308
0,53,((abs((x1) / (x0))**(-0.7832025003495136)) * (x1)) / (6.957018471365446),-747.8937285533533
0,54,((10.16807957693644) * (x1)) / ((x1) + ((x1) - (-1.9066101193709344))),-0.39743053466944656
0,55,abs((0.7415065263461764) / ((x1) - (abs(x0)**(-0.702599595303588))))**(x1),-25.15785605248619
0,56,((-33.89756407220336) - (((x0) / (-3.0309211903427755)) - (x0))) - (x0),-2821.215871631498
0,57,((x0) - (133.65816659034994)) * ((x1) / (x1)),-25543.76984660052
0,58,(((-226.70129608068333) - (226.9514974470357)) + (-226.59348342903814)) / ((-107.4358504656722) - (x0)),-4.805557137610632
0,59,((x0) - (x1)) * ((x1) * (x1)),-25.15785605248619
0,60,((35.70540736802218) + ((35.52434047760378) - ((-36.93491775225625) + (x1)))) + (35.44346912653817),-25606.061477161235
0,61,((x1) - (-184.49013086416474)) / ((x1) - (-11.337117332266153)),-7.0317068388583
0,62,((x0) * (((x0) / (x1)) - (x1))) * (x0),-2270639247981109.0
0,63,((x0) - (abs((7.130459333300405) - (x1))**(0.9998658545402334))) / (1.4527464785333069),-0.39867605543744333
0,64,((0.5212369719434907) * ((1.9196813512469144) * ((x1) + (4.887594931076369)))) - (x1),-0.3978857808135607
0,65,abs(abs(((x0) - (x0)) * (x1))**(x1))**(x1),-25.15785605248619
0,66,((x1) / (0.16553136650223377)) / (abs(x0)**(x1)),-25.15785605248619
0,67,(abs((x0) / (x1))**((0.5169988455069539) + (-0.07965707255143939))) + (x0),-43676.59070467127
0,68,((3.358145541288105) / (x0)) / ((0.19078636546995023) + (-0.1589905717425927)),-12.744042929865541
0,69,(abs(0.03446519539751236)**(x0)) / ((-0.1679361082832323) - (x1)),-25.15785605248619
0,70,(((x0) / (0.873987302821918)) + (x0)) - ((x0) / (0.4698278672236651)),-14.053448390578524
0,71,(abs(x0)**(-0.813591920340741)) * ((x0) + (abs(x0)**(0.999361588059667))),-1.3587533906575635
0,72,((x1) * ((x0) * ((x1) + (x1)))) - (-0.4454341198720728),-9118958941023032.0
0,73,((x1) * (x0)) + (abs(x0)**(-1.4037258903234304)),-9236295732.541613
0,74,((((0.7922494593290967) * (x1)) + (-3.8769098195560385)) / (-0.7927321853096199)) + (x0),-0.3978857807947952
0,75,((x1) * (0.015487973124187078)) - (abs(x0)**(-0.41873496069718924)),-15.453820983645278
0,76,(abs(0.4084766781679847)**(x1)) / (((x1) * (-0.38109998779042475)) - (x1)),-25.15785618571306
0,77,((x1) * (2.4839359249749663e-05)) / (((x0) / (x0)) / (x1)),-19.455417128512877
0,78,((-90.30888271779237) + ((x0) - (90.94380124267964))) - ((91.03835312754148) - (x1)),-102236.14891158872
0,79,((x1) * (x1)) * (((-4.555055724844792e-07) * (x1)) - (-0.00024609178231001493)),-14.059644324825872
0,80,((x1) * ((x0) * ((1.0157448755564307) / (x1)))) - (x1),-14.05344808896453
0,81,abs((-0.03470449137123688) * (0.47466611795946445))**(((-0.4360650052507493) / (x1)) + (x0)),-25.15785605248619
0,82,((((1004.1764541757814) / (x0)) / (x1)) * (x1)) - (x0),-45107.137020294715
0,83,((x1) / ((x1) / ((x0) / (x1)))) + (x1),-43676.59070467127
0,84,(((x1) / ((x0) * (x0))) / (8.79993538198481)) + (x0),-43408.47495427167
0,85,((35.52719720517937) + (((35.32738546111083) - (-36.625303419659915)) - (x0))) - (-36.128250971222926),-25606.061477161235
0,86,((2.3424450031785686) + (((x1) * (1.000608910000894)) - (-2.548126073912535))) - (x1),-0.39788578079219084
0,87,(abs(x0)**((x0) - (x1))) + (abs(0.28656946420111984)**(x0)),-16.207883666040132
0,88,((144.60824830261402) - (x0)) - ((x0) / (x1)),-25606.061477173993
0,89,(((x0) + ((-792.7779601136566) - (x0))) / (x0)) + (x1),-42708.517501032395
0,90,(abs(-0.8492781601123551)**((-28.499617368784666) + (abs(0.49693423993295566)**(x0)))) / (x0),-12.744201475604306
0,91,abs((x1) / (x0))**((x0) / (x1)),-16.207883676795582
0,92,((52.95372239101688) + ((52.662200508426835) * ((x0) / (x0)))) / (x1),-12.744042929876153
0,93,(abs(x1)**(((1.1632105545154834) + (0.9084124155131583)) * (0.0396099777110214))) + (3.5568969873422227),-0.3950842197850432
0,94,(((x0) * (x1)) + (x0)) * ((x0) + (x1)),-9155435906408442.0
0,95,((x1) + (x1)) - (abs(abs(x0)**(1.9942633173336413))**(0.5582648068061634)),-390.5065850643859
0,96,(((-0.4776534965714844) * (abs(-0.5382425657987996)**(x0))) + (x1)) / (8.983562373262366),-423.1779296876227
0,97,(abs(-0.35243606595947596)**(x0)) - (abs(2.151640395110049e-05)**(1.972234021101223)),-25.15785575697407
0,98,((abs(abs(x1)**(1.7087511795494055))**(0.5852249265015991)) - (x0)) * (x0),-19.83666396064997
0,99,abs((-0.8325634651166864) - ((x1) / ((x1) + (0.13212053024259585))))**(x0),-6.335385820512857e+265
1,0,((x0) + ((x0) / (x1))) - (134.658172398345),-25543.7698466006
1,1,((x1) * (0.015744875557721867)) - (abs(x0)**(-5.02770385962553)),-14.053450322267508
1,2,(abs(x0)**((x0) - (x1))) + (abs(0.28656946420111984)**(x0)),-16.207883666040132
1,3,x0,-43408.274378704424
1,4,((x1) * (1.003609876353059)) - (abs(x0)**(0.9992792731195492)),-17.299983954753312
1,5,(abs((x1) - (x0))**(abs(x0)**(-0.9089879468791267))) * (x0),-25.15785605248619
1,6,((126.38650328848841) - ((4480.557165649713) / (x0))) + ((131.0203764985669) - (x0)),-15358.350811032784
1,7,(((x0) / (x1)) + (2.337465719656939)) / (0.6708492391313869),-0.40736848323463976
1,8,(abs(x1)**(abs(x1)**(-0.4867211103260878))) + ((x0) / (-1.672432873599597)),-16623.43455498608
1,9,(x1) / ((x1) + ((x1) - (26.96190175399473))),-15.808491938870631
1,10,((-1.6456001991359008) - (1.152611056769534)) * ((-1.0933086019649811) + (-0.6846079807023562)),-0.4073684832346388
1,11,abs(0.09665292948123527)**(x0),-25.15785605248618
1,12,((0.31337069432626485) + (0.23694186870046652)) / (abs(x1)**(x0)),-25.15785605248619
1,13,abs(((14.212543396680386) - (x1)) / ((x1) * (x1)))**(-0.29093120101547154),-1.5107242381877677
1,14,(((x0) - (-37.99829784001484)) + (-33.02331289689651)) - (x0),-0.4073684832361885
1,15,((x1) * (x1)) + ((x0) - (x0)),-9236295699.828726
1,16,(((abs(1.0027909396853278)**(x0)) + (x0)) - (125.23818134703133)) / (3.7907831509852015),-1794.8323568891128
1,17,((x1) / (x0)) + ((142.60822644097684) - (x0)),-25606.06147716953
1,18,((x0) + (-133.6582349405071)) + ((x0) - (x1)),-25543.769846605683
1,19,((x1) / (x0)) / (abs(-0.14630004224577986)**(x1)),-inf
1,20,x0,-43408.274378704424
1,21,x0,-43408.274378704424
1,22,(((22.546562704627142) + (x1)) / (abs(x1)**(1.717553082347358))) * (x1),-0.679450568703409
1,23,((x0) - (x1)) / (abs(x1)**(x1)),-25.15785605248619
1,24,x1,-43408.274378704424
1,25,abs((x0) / ((-0.012904098351218276) / (x0)))**((0.09597771829103782) / (0.8504291196630931)),-1.8232612307072364
1,26,((x0) + (x1)) + ((-1.9842551244434754) * (x0)),-14.05344808896453
1,27,(x1) * (x1),-9236295699.828726
1,28,(x0) / ((x1) - (12.051383638230028)),-11.946981111327416
1,29,(((x1) * (1.0006089125540383)) - (-4.890571088074603)) - (x1),-0.397885780790786
1,30,((-66.50922462782188) + ((x0) - (67.14895146263706))) - ((x1) - (x1)),-25543.76984660068
1,31,abs((x0) * (x0))**(abs(0.23449421497937184)**(x0)),-16.207883673919184
1,32,((x1) / ((-11.339920995215612) + (x0))) + ((x1) / (x0)),-6.754085119881085
1,33,4.974986058329306,-0.4073684832346555
1,34,(abs(x1)**(x0)) * ((x1) * (x0)),-inf
1,35,abs((x1) - (0.7175364320860025))**(abs(0.9783598522855017)**((x1) - (0.026200620984101548))),-8.747846721593042
1,36,(abs(abs(-0.16905705257941042)**(0.6831621859521226))**(abs(x0)**(0.9159818838698806))) - (-4.974986074446235),-0.40736850689810244
1,37,(((-226.70129608068333) - (226.9514974470357)) + (-226.59348342903814)) / ((x0) - (x0)),-inf
1,38,((-2.002384452754494) - (abs(x0)**(0.9965493033064807))) + (x1),-31.018610083980796
1,39,(((10.734952539384876) - (-10.484045176034984)) + (10.842765191030068)) / (abs(x0)**(0.5476696411315937)),-7.092182181535333
1,40,((x1) / (x0)) * ((x1) / (x1)),-16.207883676795582
1,41,4.974986163836542,-0.40736848323463937
1,42,((58.03425026470493) - (x1)) * ((458.4844506617693) - (x0)),-425610719.84811974
1,43,((8.429295060044963) / (x1)) / (abs(x0)**(-0.859069830150679)),-1.2303562363049827
1,44,((((x1) * (1.9459882263901331)) + (-9.522754333101647)) / (-1.94717437034409)) + (x0),-0.3978857824447921
1,45,((x0) / ((-8.863891405770667) + (x0))) + ((67.45031625673163) / (x0)),-8.886953972803123
1,46,((x0) / (-9.30218902608583)) + ((x1) / (x0)),-655.6987030025997
1,47,((32.96000956503528) * (x1)) / (abs(x1)**(1.876732511745231)),-15.961926523401319
1,48,((x1) - (-0.12628252566933795)) * (abs(0.9500719557076089)**(x1)),-13.568183132397966
1,49,((-0.4404085215258572) * (-5.642508355041892e-05)) * ((x1) * (x1)),-19.45541671500901
1,50,(((4.974986301624534) / (x0)) * (x0)) * ((x1) / (x1)),-0.4073684832346517
1,51,((9.94997235092166) * (x0)) / ((x1) + (x1)),-0.407368483234639
1,52,abs((x0) / (x0))**(abs(x1)**(x0)),-16.207883676795582
1,53,(x1) + (x1),-176378.70758643924
1,54,abs(abs(x0)**(x0))**((x0) + (x1)),-inf
1,55,((x0) / (abs(x1)**(-9.187748361558316e-05))) - ((x0) - (4.905156633999997)),-0.39862068446293303
1,56,abs((x0) + (-0.4716533331104622))**((x1) / (0.4426074212261726)),-inf
1,57,((x1) / (x0)) + ((70.9001427863542) - ((x1) + (-71.70793704658931))),-25606.061477164316
1,58,abs((-0.8325634651166864) - ((x1) / (-0.9551861544381253)))**(x0),-inf
1,59,((0.5230065513785785) * ((1.9421264877819095) * (x1))) - (x1),-14.053448088963771
1,60,((x1) * (0.01574487555305403)) + ((x1) - (x0)),-14.053448088964513
1,61,((0.6985099855625974) / (x1)) * (abs(x1)**(x0)),-inf
1,62,((((0.9563494576850109) * (x1)) + (x1)) / (-1.9876446980729559)) + (x0),-14.0534480889626
1,63,x1,-43408.274378704424
1,64,((0.8460324117456652) / (-0.10744722504174797)) / (abs(0.32519395611520485)**(x0)),-inf
1,65,(x1) - (133.65816112044106),-25543.76984660051
1,66,((x1) / (0.16553136650223377)) / (abs(x1)**(x1)),-25.15785605248619
1,67,((x1) / (38.46034490477375)) / ((-86.27170443075026) * (-509.5003673032749)),-25.15702169579295
1,68,(abs(x0)**(x1)) * ((x0) + (abs(x0)**(0.999361588059667))),-inf
1,69,abs((0.2008868023038448) + (0.5739013261572197))**((x0) * (x1)),-25.15785605248619
1,70,((x1) + (x1)) + ((x1) + (x1)),-711081.5240571575
1,71,(abs(0.03446519539751236)**(0.5428974311554975)) / ((-0.1679361082832323) - (x1)),-25.19536602613071
1,72,4.974986242689911,-0.4073684832346418
1,73,(abs(x0)**(x1)) * ((x1) - (0.5964508130461244)),-inf
1,74,abs((x0) * (x1))**((-0.09648220901528948) + (x0)),-inf
1,75,((x1) / (5.018618912355935)) - (abs(x0)**((6.265838444068777) / (x0))),-1474.906755632914
1,76,((46.99878801476004) + (x1)) / ((x0) + (-1.1979712946866856)),-9.655231580218418
1,77,abs((x1) / (x0))**((x0) / (x1)),-16.207883676795582
1,78,(abs(-0.2350715440605435)**(1.1894790077385793)) - ((133.8368363007428) - (x0)),-25543.76984660051
1,79,((x0) / (x0)) + (abs(x1)**(0.273328341240029)),-1.7057450546573476
1,80,((-1.8826231756244525) / ((x1) * (x1))) - ((-2.232631203628435) * (2.234048433871682)),-0.4069880735128843
1,81,((x0) - (58.400277866217564)) * ((457.4322079716337) - (x0)),-425548709.96817017
1,82,((x1) * ((x0) * ((1.0157448755564307) / (x1)))) - (x1),-14.05344808896453
1,83,((x1) / (1.8279575597156084)) * (((8.93975459309228) / (x1)) + (0.0011130733589633302)),-0.39788578078896825
1,84,((x1) + (18.294960282979112)) / ((1.064551374279504) / (0.018648087940909417)),-12.664674496741215
1,85,abs((x1) + (x0))**((7.8646844119004875) / (x1)),-9.552351467251762
1,86,(((0.8849723108328655) * (x1)) * (abs(0.061358635261783645)**(x0))) * (x1),-25.15785605248619
1,87,(abs(x1)**(0.3446436497815894)) - ((x0) / (x0)),-5.263550081150821
1,88,(x1) * ((2.4839359249763273e-05) * (x0)),-19.455417128512877
1,89,((x1) - (x1)) * ((x1) * (x0)),-25.15785605248619
1,90,(abs(0.37150490794374746)**(x0)) + ((0.015743886309614367) * (x1)),-14.053447500756066
1,91,abs((x1) - (-12.06962429723676))**(abs(0.058712190864350686)**((0.46453400614153506) - (0.0702245652318178))),-2.611719889551193
1,92,((x1) - (x0)) - (abs(x0)**(x1)),-inf
1,93,4.974986210363401,-0.40736848323463926
1,94,((x1) / (10.598924848289773)) * (x1),-82180184.9006417
1,95,(abs(x1)**(((1.1632015183056053) + (0.9084033793032803)) * (0.03447259186515298))) + (3.6118298230175054),-0.3944317725359876
1,96,abs(((x0) + (x1)) / ((x1) * (-0.1627191936295297)))**(x0),-inf
1,97,((33.97001532641767) + ((44.73157056608562) * ((x1) * (0.081024722232126)))) / (x1),-1.4607304744929304
1,98,4.974986163836542,-0.40736848323463937
1,99,((x1) - (x0)) + ((x1) - (x1)),-25.15785605248619
2,0,(abs(x1)**(abs(0.6136120070467104)**(x0))) - ((x0) / (x0)),-25.15450634485765
2,1,((4.5700419896479225) / (x1)) / (abs(x0)**(-1.0197289994333554)),-0.3944033730404066
2,2,((x1) + (x1)) - (abs(-0.060652933914718155)**(x0)),-176378.70758643924
2,3,abs((-0.819072999842245) / (x1))**((x1) / (-0.7997776729129522)),-inf
2,4,((x1) * ((9.238485324739994e-05) * (x1))) - (abs(x0)**(0.5511670803609424)),-206.4898682387669
2,5,((x0) * (-0.02215831605381345)) + (abs(x1)**(0.4443589428987029)),-1.4320469202157713
2,6,((x1) / (1.8279575597156084)) * (((8.93975459309228) / (x1)) + (0.0011130733589633302)),-0.39788578078896825
2,7,abs((x0) * (x0))**((x0) / (x0)),-9236295699.828726
2,8,(4.974986178369418) + ((x1) - (x0)),-0.4073684832346388
2,9,x1,-43408.274378704424
2,10,((x1) / (1.9140931029040262)) * ((-0.24769664203904343) + (0.2778338070183087)),-14.053448088962625
2,11,(x1) - (133.6581146532557),-25543.76984660284
2,12,4.974986100640431,-0.40736848323464636
2,13,4.974985833143313,-0.4073684832347646
2,14,(abs(x0)**(x0)) / ((x0) + (x1)),-inf
2,15,((x1) / (6.11262201084231)) - (abs(x0)**(0.6736134045183556)),-96.90018027626361
2,16,((-132.6580911243464) + (x1)) - ((x1) / (x0)),-25543.76984660567
2,17,abs((x1) / (x0))**((x1) / (x1)),-16.207883676795582
2,18,((-48.05217344148437) / ((x1) * (x1))) - (-5.028462021175325),-0.40091913741797086
2,19,((x1) + (x0)) * (abs(x0)**(x0)),-inf
2,20,4.974986037133814,-0.4073684832346615
2,21,(((x1) / (-1.4240811821350319)) / ((0.8601673868273861) * (-0.8037067842068838))) - (x1),-14.053448088963686
2,22,(abs(x1)**(x1)) / ((0.5145878897446259) + (0.9885702604929032)),-inf
2,23,(0.015744875693918248) * (x1),-14.053448088964421
2,24,x1,-43408.274378704424
2,25,4.974986273806591,-0.4073684832346462
2,26,((x1) * (x1)) + ((x0) - (x0)),-9236295699.828726
2,27,((421.2102368079972) - (x1)) / ((x0) - (-390.2799409696136)),-19.397180265430734
2,28,x1,-43408.274378704424
2,29,((x0) + ((44.731585047575116) * ((x1) * (0.08886306739579447)))) / (x1),-0.40736848323474834
2,30,(((14.774670531669267) * (8.44454981852471)) - (-18.842684040482222)) - (x1),-25606.061477161333
2,31,4.974986163836542,-0.40736848323463937
2,32,4.974986163836542,-0.40736848323463937
2,33,4.974986190799198,-0.4073684832346388
2,34,(((20.159849900652762) - (-19.07900201989581)) - (39.23004611031173)) * ((650.18233129347) - (x0)),-2.885997100152328
2,35,((x1) / ((-125.03847401999631) + (x0))) - (x1),-42605.60934694103
2,36,((x1) / (-6.395252861325581)) + ((166.3508568205813) - (x0)),-34235.337485782075
2,37,((x1) + (x1)) + ((x0) + (x0)),-711081.5240571575
2,38,(-0.2548979882542066) + ((71.52813053402578) - ((x1) + (-72.33482959485086))),-25606.061477166597
2,39,abs(4.023032130988984)**((abs(7.80636618305209)**(0.07551943081243988)) + ((-0.6177638759169526) / (x0))),-0.3975263682527312
2,40,x0,-43408.274378704424
2,41,(x1) * (((x1) / (1.3571062957996785)) - ((0.7368371130098612) * (x0))),-19.45541673164199
2,42,4.974986184558269,-0.4073684832346388
2,43,((2.0574028915994456) - (x1)) + ((x0) - (-2.91758330128797)),-0.4073684832346386
2,44,((0.8603545841596857) + (1.3976175364520314)) * (2.203298278030582),-0.40736848323464925
2,45,((x0) / (-20.060410277197313)) / ((x0) + (8.219785555006979)),-25.584317669479166
2,46,((x0) / (x1)) + (3.97498621034169),-0.40736848323463926
2,47,((x1) * (x0)) + ((x1) - (x0)),-9236295699.828726
2,48,(abs(abs(-0.6228215276067692)**(0.4888486610929073))**(0.41098696120320627)) - (-4.065734511862767),-0.4073684832431832
2,49,(x1) * (0.015744875515275897),-14.05344808896454
2,50,((x1) * ((x0) * ((1.0157448755564307) / (x1)))) - (x1),-14.05344808896453
2,51,4.9749862735888595,-0.4073684832346461
2,52,(-133.65810313700686) + (x1),-25543.769846604093
2,53,((493.1393278248413) - (x1)) * ((x1) * (x0)),-33486970911598.984
2,54,4.974986172215078,-0.407368483234639
2,55,(abs(abs(-0.16905705257941042)**(0.6831621859521226))**(abs(x0)**(0.9159818838698806))) - (-4.974986074446235),-0.40736850689810244
2,56,(abs(-0.23176611865631536)**(x1)) + (abs(x0)**(x1)),-inf
2,57,((x1) / (2.18395934297522)) * (((x1) * (-0.00019925742516312714)) - (-0.12069217995460124)),-7.124539411915635
2,58,((x1) / (-0.8145744844389209)) + (abs(x0)**(x0)),-inf
2,59,(x1) + (-133.6583175547754),-25543.7698466244
2,60,abs((x0) / (x0))**((x1) - (x0)),-16.207883676795582
2,61,abs((x1) / ((x1) * (x1)))**(-0.31286817980720866),-3.162117435447514
2,62,abs(x0)**(0.3128681769196565),-3.162117435447523
2,63,((11.605529717602877) + (x1)) / (abs(x1)**(0.6198783022621869)),-6.809018702346388
2,64,((0.8460324117456652) / (-0.10744722504174797)) / (abs(x1)**(x0)),-25.15785605248619
2,65,(x1) / ((x1) - (x0)),-inf
2,66,x1,-43408.274378704424
2,67,(x1) / ((x1) + ((-6.145389126687971) + (-5.90599432943585))),-11.946981111327403
2,68,4.9749860694896055,-0.4073684832346528
2,69,(abs(x1)**(abs(x1)**(-0.4595878993445776))) + ((x0) / (-2.682068346858056)),-6600.651454418108
2,70,abs((x1) * (x0))**((0.9741176646692362) * (x0)),-inf
2,71,4.974986242689911,-0.4073684832346418
2,72,((x0) / ((x0) - (4.800804122177822))) + ((74.01523293217022) / (x0)),-8.45379615162631
2,73,((x0) * (x0)) - ((x0) / (-13.573952354652013)),-9239154525.979534
2,74,((x0) - (58.39546495351791)) * ((457.4295142669062) - (x0)),-425548706.78184605
2,75,abs((x0) / (0.006219764941354479))**((0.144261235256744) / (0.8671461127951302)),-1.10909326422668
2,76,(x1) / ((x1) + (x1)),-20.432869864640885
2,77,((x1) * (-0.36663233630160064)) - ((x1) * (-0.38237721961753046)),-14.053448088962048
2,78,((x1) * (0.015604736164007017)) - (abs(x0)**(-0.459430045818775)),-15.265857979201975
2,79,4.974986058329306,-0.4073684832346555
2,80,((x0) - (x1)) / (abs(x1)**(x1)),-25.15785605248619
2,81,x1,-43408.274378704424
2,82,4.974986199172548,-0.40736848323463887
2,83,abs((x1) + (x1))**((x0) * (x1)),-inf
2,84,((-66.50922462782188) + ((x0) - (67.14895146263706))) - ((x1) - (x1)),-25543.76984660068
2,85,((-0.6066929553538634) - (x0)) / ((x0) - (x1)),-inf
2,86,abs((x1) - (x0))**((x0) / (-0.08661302110007485)),-inf
2,87,(abs(x1)**(0.31286817351107526)) + ((x1) - (x1)),-3.1621174354475454
2,88,4.974986163836542,-0.40736848323463937
2,89,x1,-43408.274378704424
2,90,abs((0.6006390225774256) - (x0))**((x0) * (0.9164817413177968)),-inf
2,91,((-4.168995904118531) * (-1.4331954809760175)) - ((x0) / (x0)),-0.4073684832346483
2,92,(abs(x0)**(x0)) - ((0.4291412330999429) + (x1)),-inf
2,93,((x0) / (x0)) + ((x1) * (x0)),-9236385278.19544
2,94,(x0) * (((x1) / (x1)) + ((x1) - (434.12233582227367))),-833230332.660233
2,95,(abs(x1)**(-2.5137540526338076)) / ((-0.29427203384048634) - (x1)),-25.158002750160826
2,96,(2.0245685856968567) - (-2.950417553865056),-0.4073684832346411
2,97,((0.1309889310655648) - (-0.6888887233277711)) - ((-0.96977843004502) / (0.23339424057609562)),-0.40736848323465463
2,98,(abs(x1)**(0.27332833945678775)) + ((x0) / (x1)),-1.7057450546573563
2,99,(143.60814691799692) - (x1),-25606.06147716137
3,0,(((x1) / (-1.4240811834651557)) / ((0.8601673862737227) * (-0.8037067874509746))) - (x1),-14.053448088962128
3,1,abs((0.691475874220435) + (x1))**((-0.20073030919926316) * (x0)),-25.157384750380057
3,2,((4.5700419896479225) / (x1)) / (abs(x0)**(-1.0197289994333554)),-0.3944033730404066
3,3,(abs(x1)**(0.07801273888991907)) + ((1.4274039966007082) - (-2.1457253839778687)),-0.39463681611214113
3,4,(abs(x0)**(1.000091855419378)) - ((-4.905174526253607) + (x1)),-0.39862068443837706
3,5,((-45.376541372789404) + (x1)) - ((44.46507837940289) - (-43.81654062315667)),-25543.76984660051
3,6,(x1) - (x0),-25.15785605248619
3,7,(abs(0.43591136017956145)**(x0)) / ((x0) - (x1)),-inf
